Transaction_ID,Transaction_Reference,Transaction_Date,Transaction_Time,prediction_timestamp,Transaction_Amount,Transaction_Type,Payment_Mode,Channel,Bank_Name,sourceHashedAccNo,destinationHashedAccNo,ATM_ID,City,District,State,Latitude,Longitude,Is_Fraud,Fraud_Type,Mule_Chain_Hop,DeviceID,IP_Address,LoginAttempts,TransactionDuration,AccountBalance
TXN_20260622_055015,UTR20260622270141,2026-06-22,23:32:25,2026-06-22 23:32:25,25000.0,Transfer,UPI,UPI,Punjab National Bank,a4e8132efedaa431,d9c986df4eb6d3ec,NONE,Kaman,Bharatpur,Rajasthan,27.64677,77.264903,1,Card Cloning,1,DEV_MULE_961,182.73.211.41,3,12.0,5248.28
TXN_20260622_001633,UTR20260622527755,2026-06-22,23:33:03,2026-06-22 23:33:03,1571.93,Transfer,Online,Online,State Bank of India,844c6293b77adeae,fad0b5af21e0d1bb,NONE,Agra,Agra,Uttar Pradesh,27.166495,77.989208,0,None,0,DEV_9628,103.23.132.183,1,84.2,9808.63
TXN_20260622_013595,UTR20260622401077,2026-06-22,23:34:17,2026-06-22 23:34:17,884.79,Transfer,UPI,UPI,ICICI Bank,5d7da4bf73d2a88e,91459fa806c25be7,NONE,Bharatpur,Bharatpur,Rajasthan,27.234341,77.519029,0,None,0,DEV_5747,103.112.36.108,1,63.9,452.66
TXN_20260622_055016,UTR20260622823631,2026-06-22,23:42:25,2026-06-22 23:42:25,18393.35,Transfer,UPI,UPI,Punjab National Bank,d9c986df4eb6d3ec,59614f8433b8ac05,NONE,Kaman,Bharatpur,Rajasthan,27.65638,77.278208,1,Card Cloning,2,DEV_MULE_474,182.14.135.128,2,7.1,3472.97
TXN_20260622_053185,UTR20260622415781,2026-06-22,23:58:58,2026-06-22 23:58:58,15000.0,Transfer,UPI,UPI,Kotak Mahindra Bank,f7ee2d4c925fa6cd,1191521752a07555,NONE,Gurgaon/Gurugram,Gurugram,Haryana,28.465023,77.026584,1,Unauthorized ATM Cash-Out,1,DEV_MULE_712,182.158.54.44,3,8.6,4889.13
TXN_20260623_053186,UTR20260623849926,2026-06-23,00:03:58,2026-06-23 00:03:58,13900.18,Transfer,UPI,UPI,Kotak Mahindra Bank,1191521752a07555,d91b7c3931cd0d08,NONE,Gurgaon/Gurugram,Gurugram,Haryana,28.45542,77.029335,1,Unauthorized ATM Cash-Out,2,DEV_MULE_991,182.210.46.20,2,9.1,4514.08
TXN_20260623_053187,UTR20260623972156,2026-06-23,00:12:58,2026-06-23 00:12:58,25000.0,Debit,ATM,ATM,Kotak Mahindra Bank,d91b7c3931cd0d08,f145ec6cb0917c0d,ATM_GUR_0381,Gurgaon/Gurugram,Gurugram,Haryana,28.420081,77.013726,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0381,10.24.205.127,1,40.2,500.58
TXN_20260623_055017,UTR20260623849089,2026-06-23,00:14:25,2026-06-23 00:14:25,35000.0,Debit,ATM,ATM,Punjab National Bank,59614f8433b8ac05,f145ec6cb0917c0d,ATM_KAM_0422,Kaman,Bharatpur,Rajasthan,27.657833,77.313554,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0422,10.24.194.183,2,74.4,1150.61
TXN_20260623_007013,UTR20260623557868,2026-06-23,00:34:12,2026-06-23 00:34:12,295.49,Debit,UPI,UPI,State Bank of India,81b957c0084e5406,108ac30b18be40e2,NONE,Jaipur,Jaipur,Rajasthan,26.888523,75.798431,0,None,0,DEV_7534,103.48.112.179,1,35.5,8631.34
TXN_20260623_027697,UTR20260623232064,2026-06-23,00:34:50,2026-06-23 00:34:50,861.56,Transfer,UPI,UPI,Bank of Baroda,38965b0640c20f2b,404bcf9dfe2d52e1,NONE,Dhanbad,Dhanbad,Jharkhand,23.767057,86.425097,0,None,0,DEV_6476,103.218.131.126,1,62.8,16141.8
TXN_20260623_040681,UTR20260623447990,2026-06-23,00:38:51,2026-06-23 00:38:51,2727.52,Transfer,Online,Online,State Bank of India,d22ff4ebffcb1491,aa9add0fc5e190d3,NONE,Deoghar,Deoghar,Jharkhand,24.442071,86.719909,0,None,0,DEV_1597,103.94.80.203,1,41.6,51100.29
TXN_20260623_024175,UTR20260623748343,2026-06-23,00:55:51,2026-06-23 00:55:51,900.96,Credit,UPI,UPI,Canara Bank,9561b67d2144eb94,67a28cefee012fb8,NONE,Patna,Patna,Bihar,25.600507,85.137685,0,None,0,DEV_1846,103.125.12.158,1,42.9,12665.75
TXN_20260623_002436,UTR20260623273734,2026-06-23,00:55:53,2026-06-23 00:55:53,1350.19,Transfer,UPI,UPI,HDFC Bank,8c903991166affd0,5ef3510fe8674996,NONE,Bharatpur,Bharatpur,Rajasthan,27.215409,77.502786,0,None,0,DEV_9307,103.220.105.192,1,19.4,102956.89
TXN_20260623_015123,UTR20260623845740,2026-06-23,01:08:41,2026-06-23 01:08:41,700.02,Debit,UPI,UPI,Bank of Baroda,775f24fa1d20d5dd,a870fdd4aba1c9da,NONE,Patna,Patna,Bihar,25.61633,85.151536,0,None,0,DEV_2338,103.125.98.239,1,24.3,6023.25
TXN_20260623_050608,UTR20260623124415,2026-06-23,01:19:26,2026-06-23 01:19:26,75000.0,Transfer,UPI,UPI,State Bank of India,14b99644c8928c9e,1432f98e81bfc1f0,NONE,Patna,Patna,Bihar,25.598979,85.160418,1,Unauthorized ATM Cash-Out,1,DEV_MULE_352,182.84.24.8,3,13.1,4905.67
TXN_20260623_050609,UTR20260623723365,2026-06-23,01:23:26,2026-06-23 01:23:26,57665.19,Transfer,UPI,UPI,State Bank of India,1432f98e81bfc1f0,7d0c057b91967c34,NONE,Patna,Patna,Bihar,25.572512,85.137939,1,Unauthorized ATM Cash-Out,2,DEV_MULE_625,182.33.67.82,2,15.1,922.55
TXN_20260623_050610,UTR20260623119473,2026-06-23,01:29:26,2026-06-23 01:29:26,25000.0,Debit,ATM,ATM,State Bank of India,7d0c057b91967c34,f145ec6cb0917c0d,ATM_PAT_0043,Patna,Patna,Bihar,25.621458,85.14162,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0043,10.24.247.199,3,61.4,336.01
TXN_20260623_002936,UTR20260623476359,2026-06-23,01:33:05,2026-06-23 01:33:05,8000.0,Debit,ATM,ATM,State Bank of India,26c42f07ebbca969,fcc99674a39d15b9,ATM_ALW_0559,Alwar,Alwar,Rajasthan,27.592023,76.633549,0,None,0,DEV_4412,103.217.211.124,1,67.5,9834.44
TXN_20260623_046446,UTR20260623853746,2026-06-23,01:45:18,2026-06-23 01:45:18,8000.0,Debit,ATM,ATM,Punjab National Bank,2a6d5b78c8cb4da3,0515dcec5227e5d3,ATM_BAR_0314,Bardhaman,Purba Bardhaman,West Bengal,23.315714,87.888213,0,None,0,DEV_6543,103.117.153.57,1,22.9,5198.14
TXN_20260623_008146,UTR20260623714847,2026-06-23,01:45:18,2026-06-23 01:45:18,632.78,Transfer,UPI,UPI,State Bank of India,af31d309a6786123,9ff4166724930c88,NONE,Patna,Patna,Bihar,25.560775,85.119729,0,None,0,DEV_3004,103.148.40.131,1,11.3,53297.85
TXN_20260623_026449,UTR20260623446112,2026-06-23,01:54:13,2026-06-23 01:54:13,1907.63,Debit,UPI,UPI,HDFC Bank,4be5a2dc4b2c5825,052cd8c0d56bc423,NONE,Patna,Patna,Bihar,25.614322,85.114823,0,None,0,DEV_4325,103.225.21.71,1,67.7,7504.49
TXN_20260623_025111,UTR20260623174560,2026-06-23,02:04:22,2026-06-23 02:04:22,1006.95,Transfer,Online,Online,HDFC Bank,bdd8c4ea6e7fc3fa,436a263f17261e8f,NONE,Gurgaon/Gurugram,Gurugram,Haryana,28.463181,77.021646,0,None,0,DEV_7119,103.103.201.225,1,14.3,3405.17
TXN_20260623_051427,UTR20260623634525,2026-06-23,02:12:45,2026-06-23 02:12:45,75000.0,Transfer,UPI,UPI,State Bank of India,bc2ce4a46d6cc8ce,e9b1edc044920cd9,NONE,Bharatpur,Bharatpur,Rajasthan,27.20856,77.485954,1,UPI Phishing & Impersonation,1,DEV_MULE_240,182.109.243.17,3,24.9,10702.92
TXN_20260623_051428,UTR20260623154609,2026-06-23,02:23:45,2026-06-23 02:23:45,65080.0,Transfer,UPI,UPI,State Bank of India,e9b1edc044920cd9,44efdf9073028cc3,NONE,Bharatpur,Bharatpur,Rajasthan,27.219132,77.49802,1,UPI Phishing & Impersonation,2,DEV_MULE_770,182.216.207.201,2,7.4,1071.51
TXN_20260623_049702,UTR20260623493171,2026-06-23,02:38:47,2026-06-23 02:38:47,49000.0,Transfer,UPI,UPI,ICICI Bank,6a261b5fe77a4d7c,8950c4667a3a038c,NONE,Alwar,Alwar,Rajasthan,27.547708,76.62743,1,ATM Skimming,1,DEV_MULE_877,182.53.53.217,3,17.7,6483.54
TXN_20260623_051429,UTR20260623132633,2026-06-23,02:54:45,2026-06-23 02:54:45,20000.0,Debit,ATM,ATM,State Bank of India,44efdf9073028cc3,f145ec6cb0917c0d,ATM_BHA_0407,Bharatpur,Bharatpur,Rajasthan,27.135703,77.511036,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0407,10.24.74.126,3,51.0,555.18
TXN_20260623_049703,UTR20260623258076,2026-06-23,02:56:47,2026-06-23 02:56:47,36286.01,Transfer,UPI,UPI,ICICI Bank,8950c4667a3a038c,beaee5fe57b1be9a,NONE,Alwar,Alwar,Rajasthan,27.545258,76.614517,1,ATM Skimming,2,DEV_MULE_484,182.207.66.9,2,23.6,2217.17
TXN_20260623_048675,UTR20260623448715,2026-06-23,03:22:38,2026-06-23 03:22:38,1817.41,Debit,UPI,UPI,Kotak Mahindra Bank,3630d119812ec187,4c03fdc7bf5fd34b,NONE,Alwar,Alwar,Rajasthan,27.567511,76.672864,0,None,0,DEV_2112,103.153.168.179,1,49.8,8373.73
TXN_20260623_049704,UTR20260623390034,2026-06-23,03:23:47,2026-06-23 03:23:47,10000.0,Debit,ATM,ATM,ICICI Bank,beaee5fe57b1be9a,f145ec6cb0917c0d,ATM_ALW_0008,Alwar,Alwar,Rajasthan,27.518698,76.617946,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0008,10.24.91.8,2,49.2,1296.24
TXN_20260623_002725,UTR20260623644550,2026-06-23,03:29:49,2026-06-23 03:29:49,71.21,Debit,UPI,UPI,State Bank of India,be7e6272a5d3a5d7,52165a8418f9b771,NONE,Patna,Patna,Bihar,25.644901,85.123791,0,None,0,DEV_3685,103.129.235.141,1,44.1,10393.23
TXN_20260623_046433,UTR20260623848118,2026-06-23,03:40:19,2026-06-23 03:40:19,1006.24,Debit,UPI,UPI,Canara Bank,124e18a0a7d75c6d,2c6a2ac5152b9605,NONE,Kolkata,Kolkata,West Bengal,22.564428,88.341251,0,None,0,DEV_1156,103.86.207.95,1,25.2,7500.83
TXN_20260623_031509,UTR20260623625930,2026-06-23,03:43:25,2026-06-23 03:43:25,462.83,Transfer,Online,Online,State Bank of India,42e2c4f6627510c5,eecba6a2094c6113,NONE,Punahana,Nuh,Haryana,27.845523,77.176627,0,None,0,DEV_4071,103.115.188.173,1,50.6,6937.65
TXN_20260623_005644,UTR20260623887354,2026-06-23,03:52:31,2026-06-23 03:52:31,5000.0,Debit,ATM,ATM,State Bank of India,2e22742b64dd1e3f,9a5d3f3becbbfd62,ATM_PAT_0435,Patna,Patna,Bihar,25.596947,85.160249,0,None,0,DEV_3997,103.219.114.76,1,20.4,16489.79
TXN_20260623_023284,UTR20260623139761,2026-06-23,04:02:49,2026-06-23 04:02:49,5000.0,Debit,ATM,ATM,HDFC Bank,09b12c2f90d5c871,716de675afc1a6f2,ATM_BHA_0449,Bharatpur,Bharatpur,Rajasthan,27.2297,77.505287,0,None,0,DEV_2309,103.159.134.166,1,12.9,13829.52
TXN_20260623_033007,UTR20260623254356,2026-06-23,04:29:59,2026-06-23 04:29:59,182.93,Debit,UPI,UPI,Kotak Mahindra Bank,8f1886cd1b38028e,b6d5c684ec3abb16,NONE,Patna,Patna,Bihar,25.593175,85.142173,0,None,0,DEV_4119,103.166.226.211,1,24.7,8019.93
TXN_20260623_026688,UTR20260623178958,2026-06-23,04:34:18,2026-06-23 04:34:18,1022.4,Transfer,Online,Online,ICICI Bank,735dfe353192438a,0c444790e7de8746,NONE,Alwar,Alwar,Rajasthan,27.583538,76.634913,0,None,0,DEV_6225,103.129.164.46,1,86.8,1540.14
TXN_20260623_052957,UTR20260623348213,2026-06-23,04:36:29,2026-06-23 04:36:29,25000.0,Transfer,UPI,UPI,State Bank of India,11e0d6b8434b1038,f2723066f58ea1f7,NONE,Mathura,Mathura,Uttar Pradesh,27.489391,77.665416,1,Unauthorized ATM Cash-Out,1,DEV_MULE_815,182.229.85.90,3,16.8,18008.56
TXN_20260623_058327,UTR20260623992306,2026-06-23,04:41:25,2026-06-23 04:41:25,75000.0,Transfer,UPI,UPI,State Bank of India,21b04eda5b593b46,82c3ca3f862ef02b,NONE,Delhi,Central Delhi,Delhi,28.616126,77.217051,1,UPI Phishing & Impersonation,1,DEV_MULE_635,182.155.23.146,3,26.3,5537.9
TXN_20260623_057571,UTR20260623902906,2026-06-23,04:47:55,2026-06-23 04:47:55,15000.0,Transfer,UPI,UPI,Punjab National Bank,9c998a256259a168,a014094d08305366,NONE,Kolkata,Kolkata,West Bengal,22.554789,88.340818,1,Investment / Task Scam,1,DEV_MULE_706,182.70.90.7,3,7.5,9800.3
TXN_20260623_052958,UTR20260623730216,2026-06-23,04:51:29,2026-06-23 04:51:29,18575.27,Transfer,UPI,UPI,State Bank of India,f2723066f58ea1f7,bdff873110c5c102,NONE,Mathura,Mathura,Uttar Pradesh,27.484232,77.685009,1,Unauthorized ATM Cash-Out,2,DEV_MULE_711,182.138.79.27,2,5.2,652.05
TXN_20260623_058328,UTR20260623921260,2026-06-23,04:52:25,2026-06-23 04:52:25,59795.2,Transfer,UPI,UPI,State Bank of India,82c3ca3f862ef02b,f7a97e4b218edb8b,NONE,Delhi,Central Delhi,Delhi,28.624821,77.197329,1,UPI Phishing & Impersonation,2,DEV_MULE_123,182.161.53.240,2,20.6,12103.08
TXN_20260623_057572,UTR20260623357645,2026-06-23,04:52:55,2026-06-23 04:52:55,10549.33,Transfer,UPI,UPI,Punjab National Bank,a014094d08305366,dfeabf166015ba23,NONE,Kolkata,Kolkata,West Bengal,22.589063,88.346461,1,Investment / Task Scam,2,DEV_MULE_221,182.34.137.78,2,13.3,11030.66
TXN_20260623_044331,UTR20260623824922,2026-06-23,04:59:18,2026-06-23 04:59:18,3000.0,Debit,ATM,ATM,ICICI Bank,1844435d8c6d7e6b,c59cdcf9ab2591af,ATM_GUR_0058,Gurgaon/Gurugram,Gurugram,Haryana,28.398756,77.015479,0,None,0,DEV_9687,103.42.24.91,1,168.1,43788.27
TXN_20260623_057573,UTR20260623941247,2026-06-23,05:07:55,2026-06-23 05:07:55,50000.0,Debit,ATM,ATM,Punjab National Bank,dfeabf166015ba23,f145ec6cb0917c0d,ATM_KOL_0461,Kolkata,Kolkata,West Bengal,22.55022,88.424729,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0461,10.24.148.107,2,29.6,4320.77
TXN_20260623_052959,UTR20260623625225,2026-06-23,05:09:29,2026-06-23 05:09:29,25000.0,Debit,ATM,ATM,State Bank of India,bdff873110c5c102,f145ec6cb0917c0d,ATM_MAT_0183,Mathura,Mathura,Uttar Pradesh,27.517898,77.639572,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0183,10.24.100.65,3,37.4,863.83
TXN_20260623_058329,UTR20260623206349,2026-06-23,05:10:25,2026-06-23 05:10:25,40000.0,Debit,ATM,ATM,State Bank of India,f7a97e4b218edb8b,f145ec6cb0917c0d,ATM_DEL_0582,Delhi,Central Delhi,Delhi,28.624292,77.239295,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0582,10.24.82.95,1,21.5,1736.47
TXN_20260623_023676,UTR20260623580098,2026-06-23,05:25:51,2026-06-23 05:25:51,2783.58,Debit,UPI,UPI,HDFC Bank,1b9751935a015f07,37dcb96b4d91ac05,NONE,Kolkata,Kolkata,West Bengal,22.530459,88.358297,0,None,0,DEV_6865,103.112.1.12,1,15.3,38914.53
TXN_20260623_013163,UTR20260623300513,2026-06-23,05:28:10,2026-06-23 05:28:10,2491.91,Transfer,UPI,UPI,Union Bank of India,4bdd1b51ac8246df,c568e08d0a08ae68,NONE,Delhi,Central Delhi,Delhi,28.60801,77.20957,0,None,0,DEV_2516,103.71.125.74,1,21.9,14415.66
TXN_20260623_003797,UTR20260623461202,2026-06-23,05:29:00,2026-06-23 05:29:00,1993.43,Transfer,UPI,UPI,State Bank of India,20259161c4c15085,9d6b146f6808e055,NONE,Alwar,Alwar,Rajasthan,27.55779,76.642526,0,None,0,DEV_9364,103.113.196.114,1,101.3,3752.34
TXN_20260623_034338,UTR20260623782978,2026-06-23,05:37:14,2026-06-23 05:37:14,10000.0,Debit,ATM,ATM,Union Bank of India,0b5755dc8366a7de,4e8f9dc36c87d396,ATM_PAT_0525,Patna,Patna,Bihar,25.516218,85.14543,0,None,0,DEV_2348,103.207.240.112,1,26.0,8842.72
TXN_20260623_031668,UTR20260623140855,2026-06-23,05:38:41,2026-06-23 05:38:41,795.85,Transfer,UPI,UPI,HDFC Bank,5cfcd61c92e6b13a,e61933265235df49,NONE,Patna,Patna,Bihar,25.588761,85.148587,0,None,0,DEV_5705,103.167.81.40,2,85.3,19347.34
TXN_20260623_014092,UTR20260623287633,2026-06-23,05:40:20,2026-06-23 05:40:20,4000.0,Debit,ATM,ATM,State Bank of India,86b2be8dd22dce33,dab0a467a5556ea2,ATM_DHA_0148,Dhanbad,Dhanbad,Jharkhand,23.773585,86.446637,0,None,0,DEV_8289,103.42.67.204,1,13.4,7856.41
TXN_20260623_037451,UTR20260623798163,2026-06-23,05:53:57,2026-06-23 05:53:57,3806.68,Transfer,UPI,UPI,ICICI Bank,8df7cc7971476ff8,3019511b658e9bd1,NONE,Delhi,Central Delhi,Delhi,28.636475,77.218004,0,None,0,DEV_1061,103.18.190.116,1,21.7,4987.97
TXN_20260623_009250,UTR20260623400048,2026-06-23,05:59:45,2026-06-23 05:59:45,5000.0,Debit,ATM,ATM,HDFC Bank,d9e33585743de3ed,a46ecb4c3c93e562,ATM_JAI_0002,Jaipur,Jaipur,Rajasthan,26.935802,75.800194,0,None,0,DEV_6533,103.54.90.235,1,11.1,13632.28
TXN_20260623_020743,UTR20260623466417,2026-06-23,06:10:28,2026-06-23 06:10:28,5342.07,Credit,UPI,UPI,ICICI Bank,88cd8e79139738d7,70b054585090e7dc,NONE,Agra,Agra,Uttar Pradesh,27.198148,78.003471,0,None,0,DEV_4706,103.183.37.155,1,89.8,871.63
TXN_20260623_040607,UTR20260623233004,2026-06-23,06:11:22,2026-06-23 06:11:22,3491.92,Transfer,Branch,Branch,Bank of Baroda,479ae8d2916e01b8,1c63ebf2c7ac0ad9,NONE,Kaman,Bharatpur,Rajasthan,27.657235,77.254509,0,None,0,DEV_6167,103.44.94.248,1,16.1,5825.95
TXN_20260623_007357,UTR20260623233444,2026-06-23,06:12:46,2026-06-23 06:12:46,2000.0,Debit,ATM,ATM,HDFC Bank,1b04cecf3f94affc,34272633dcbb69c4,ATM_DHA_0196,Dhanbad,Dhanbad,Jharkhand,23.805553,86.483379,0,None,0,DEV_6517,103.79.167.127,1,66.6,14795.89
TXN_20260623_025463,UTR20260623424935,2026-06-23,06:17:41,2026-06-23 06:17:41,2075.72,Debit,UPI,UPI,Axis Bank,65da9a5e09c79271,c4b244cec20218c9,NONE,Bharatpur,Bharatpur,Rajasthan,27.226242,77.495253,0,None,0,DEV_3995,103.200.117.239,1,29.5,37839.55
TXN_20260623_004341,UTR20260623984352,2026-06-23,06:20:13,2026-06-23 06:20:13,2000.0,Debit,ATM,ATM,Bank of Baroda,b6f35b13bde83699,564369f995837e14,ATM_DEO_0276,Deoghar,Deoghar,Jharkhand,24.505932,86.739903,0,None,0,DEV_9856,103.150.154.104,1,40.7,4216.5
TXN_20260623_005690,UTR20260623715696,2026-06-23,06:23:40,2026-06-23 06:23:40,2014.95,Credit,POS/Card,POS/Card,Punjab National Bank,8f79478f99bc423d,b8089070b0f63055,NONE,Delhi,Central Delhi,Delhi,28.594289,77.226034,0,None,0,DEV_6742,103.94.29.236,1,46.2,36336.3
TXN_20260623_033900,UTR20260623470521,2026-06-23,06:31:27,2026-06-23 06:31:27,2590.66,Transfer,Online,Online,State Bank of India,3308c77d6ce51033,b2063efda6632b65,NONE,Delhi,Central Delhi,Delhi,28.624138,77.194907,0,None,0,DEV_1271,103.157.245.40,1,26.7,53971.77
TXN_20260623_027139,UTR20260623710101,2026-06-23,06:37:22,2026-06-23 06:37:22,2384.27,Debit,UPI,UPI,ICICI Bank,a819052b2efc5b02,aa3c3c22bd9078f5,NONE,Patna,Patna,Bihar,25.593515,85.103279,0,None,0,DEV_2021,103.74.2.95,1,30.1,17180.77
TXN_20260623_024115,UTR20260623356937,2026-06-23,06:48:37,2026-06-23 06:48:37,2000.0,Debit,ATM,ATM,State Bank of India,2c411aceb151492c,47921aeb014a6080,ATM_KOL_0120,Kolkata,Kolkata,West Bengal,22.569887,88.404781,0,None,0,DEV_6638,103.184.80.16,1,17.8,5703.58
TXN_20260623_004777,UTR20260623748422,2026-06-23,06:56:31,2026-06-23 06:56:31,2000.0,Debit,ATM,ATM,Axis Bank,2e682293bde403d7,e2dbd31586192b54,ATM_KOL_0160,Kolkata,Kolkata,West Bengal,22.516563,88.350115,0,None,0,DEV_1035,103.92.202.43,1,17.2,10391.73
TXN_20260623_013653,UTR20260623763373,2026-06-23,07:06:29,2026-06-23 07:06:29,1707.09,Credit,UPI,UPI,HDFC Bank,dd963984d7447055,3c8a7680e87f7a66,NONE,Deoghar,Deoghar,Jharkhand,24.468038,86.727036,0,None,0,DEV_5639,103.124.142.63,1,83.5,30279.01
TXN_20260623_020787,UTR20260623956840,2026-06-23,07:10:52,2026-06-23 07:10:52,610.15,Transfer,UPI,UPI,State Bank of India,95d5c456ee1a524e,7e99b8c62b2dc9fa,NONE,Gurgaon/Gurugram,Gurugram,Haryana,28.470184,77.014989,0,None,0,DEV_8603,103.50.12.217,1,32.0,2904.38
TXN_20260623_047807,UTR20260623239891,2026-06-23,07:16:50,2026-06-23 07:16:50,111.92,Debit,UPI,UPI,State Bank of India,f70282a0a139d7e9,36c99466ec966d42,NONE,Mathura,Mathura,Uttar Pradesh,27.469061,77.686829,0,None,0,DEV_8799,103.125.211.56,1,38.0,23234.54
TXN_20260623_048331,UTR20260623257345,2026-06-23,07:17:17,2026-06-23 07:17:17,2000.0,Debit,ATM,ATM,State Bank of India,7fc29f455ed816e0,fd37d380fc1bb718,ATM_ALW_0349,Alwar,Alwar,Rajasthan,27.523643,76.64634,0,None,0,DEV_7057,103.38.232.75,1,82.4,2580.28
TXN_20260623_029014,UTR20260623356007,2026-06-23,07:24:03,2026-06-23 07:24:03,4304.13,Debit,Branch,Branch,Punjab National Bank,30ab4cc9d8be60d2,1edf7454f96e2500,NONE,Bharatpur,Bharatpur,Rajasthan,27.209493,77.515757,0,None,0,DEV_5943,103.229.35.245,1,26.5,4228.15
TXN_20260623_006844,UTR20260623803001,2026-06-23,07:28:17,2026-06-23 07:28:17,1269.27,Transfer,UPI,UPI,Axis Bank,a9b6ded959935085,d2428e7233cf41b8,NONE,Kolkata,Kolkata,West Bengal,22.563387,88.403823,0,None,0,DEV_4216,103.170.248.59,1,30.8,1233.44
TXN_20260623_042069,UTR20260623110017,2026-06-23,07:36:23,2026-06-23 07:36:23,4000.0,Debit,ATM,ATM,Kotak Mahindra Bank,cf0aa92bd6da4d07,efd2dffcbea5894e,ATM_DHA_0018,Dhanbad,Dhanbad,Jharkhand,23.827923,86.42887,0,None,0,DEV_6710,103.94.10.57,1,35.6,9860.93
TXN_20260623_048057,UTR20260623394423,2026-06-23,07:38:33,2026-06-23 07:38:33,788.36,Debit,UPI,UPI,Canara Bank,473909db498ea2d2,c693468bf1a1f71b,NONE,Jaipur,Jaipur,Rajasthan,26.946555,75.794764,0,None,0,DEV_6933,103.231.11.142,1,83.1,7288.19
TXN_20260623_045820,UTR20260623208237,2026-06-23,07:42:50,2026-06-23 07:42:50,1050.78,Credit,UPI,UPI,State Bank of India,1d0ace8bba5be813,66bc5f583a02c386,NONE,Gurgaon/Gurugram,Gurugram,Haryana,28.435324,77.031555,0,None,0,DEV_9138,103.174.78.10,1,30.1,2824.33
TXN_20260623_015058,UTR20260623238454,2026-06-23,07:44:07,2026-06-23 07:44:07,3637.84,Transfer,Online,Online,Axis Bank,2c411aceb151492c,3a1603d70ec78649,NONE,Deoghar,Deoghar,Jharkhand,24.486811,86.71363,0,None,0,DEV_4381,103.199.83.62,1,36.3,4904.94
TXN_20260623_032902,UTR20260623421341,2026-06-23,07:46:08,2026-06-23 07:46:08,362.4,Transfer,Online,Online,Kotak Mahindra Bank,115d0ebb42f217e2,725059ba8680d022,NONE,Bharatpur,Bharatpur,Rajasthan,27.211354,77.513208,0,None,0,DEV_7613,103.244.55.115,1,22.5,7207.54
TXN_20260623_007002,UTR20260623989293,2026-06-23,07:47:41,2026-06-23 07:47:41,2191.7,Transfer,POS/Card,POS/Card,State Bank of India,04ddb1bc3b30fae1,ab52565cccdfdca6,NONE,Bharatpur,Bharatpur,Rajasthan,27.173532,77.49273,0,None,0,DEV_1914,103.96.37.183,1,37.7,901.39
TXN_20260623_013737,UTR20260623945542,2026-06-23,07:53:08,2026-06-23 07:53:08,1000.0,Debit,ATM,ATM,State Bank of India,71c637bc24d72e62,ad3159904dffa98c,ATM_DUM_0444,Dumka,Dumka,Jharkhand,24.336518,87.233542,0,None,0,DEV_9840,103.71.116.32,1,62.8,25201.91
TXN_20260623_024146,UTR20260623149839,2026-06-23,07:57:41,2026-06-23 07:57:41,999.54,Credit,UPI,UPI,State Bank of India,721cacec75d9cf51,fcf6c82df8f93213,NONE,Bardhaman,Purba Bardhaman,West Bengal,23.302533,87.871136,0,None,0,DEV_5633,103.171.45.20,1,23.9,4861.55
TXN_20260623_003207,UTR20260623906953,2026-06-23,07:59:45,2026-06-23 07:59:45,120.98,Debit,UPI,UPI,ICICI Bank,f4c21c079495e286,9f06ed50446ae70a,NONE,Bardhaman,Purba Bardhaman,West Bengal,23.247134,87.845061,0,None,0,DEV_3503,103.43.105.226,1,27.2,12193.6
TXN_20260623_000794,UTR20260623337592,2026-06-23,08:00:49,2026-06-23 08:00:49,208.2,Credit,UPI,UPI,ICICI Bank,4a37e4e6ce23e5bf,c78d1393dbf65950,NONE,Patna,Patna,Bihar,25.588855,85.139888,0,None,0,DEV_2632,103.160.194.236,2,54.8,26208.61
TXN_20260623_048548,UTR20260623561140,2026-06-23,08:02:14,2026-06-23 08:02:14,10000.0,Debit,ATM,ATM,ICICI Bank,f3a4045fd0b80455,1604edb0f718100a,ATM_PUN_0339,Punahana,Nuh,Haryana,27.844756,77.166293,0,None,0,DEV_7044,103.214.131.78,1,36.4,7750.16
TXN_20260623_033305,UTR20260623381199,2026-06-23,08:03:47,2026-06-23 08:03:47,1413.14,Credit,UPI,UPI,HDFC Bank,485abb0a3df27769,a461f7a8f1d09516,NONE,Agra,Agra,Uttar Pradesh,27.176727,77.999921,0,None,0,DEV_9297,103.112.1.218,1,35.5,42927.9
TXN_20260623_034430,UTR20260623254166,2026-06-23,08:04:59,2026-06-23 08:04:59,24141.19,Transfer,Branch,Branch,HDFC Bank,ed08df1007626925,80bd79c6c44ef44f,NONE,Howrah,Howrah,West Bengal,22.607832,88.267758,0,None,0,DEV_1266,103.154.81.141,1,29.2,15818.17
