Transaction_ID,Transaction_Reference,Transaction_Date,Transaction_Time,prediction_timestamp,Transaction_Amount,Transaction_Type,Payment_Mode,Channel,Bank_Name,sourceHashedAccNo,destinationHashedAccNo,ATM_ID,City,District,State,Latitude,Longitude,Is_Fraud,Fraud_Type,Mule_Chain_Hop,DeviceID,IP_Address,LoginAttempts,TransactionDuration,AccountBalance,ATM_Type,ATM_Onsite_Offsite,ATM_Indoor_Outdoor,ATM_Operating_Status,CCTV_Available,Security_Guard_Present,Shutter_Lock_Present,Location_Type,Urban_Rural,Complaint_Count_7D,Complaint_Count_30D,Complaint_Count_90D,Fraud_Count_7D,Fraud_Count_30D,Fraud_Count_90D,Total_Loss_7D,Total_Loss_30D,Total_Loss_90D,Average_Loss_30D,Withdrawal_Count_7D,Withdrawal_Count_30D,Withdrawal_Amount_30D,ATM_Fraud_Count_30D,Location_Fraud_Count_30D,Local_Fraud_Density,Nearby_ATM_Count,Average_Withdrawal_Amount_30D,Transaction_Velocity_1H,Transaction_Velocity_6H,Transaction_Velocity_24H,Withdrawal_Velocity_24H,future_cashout,future_withdrawal_volume
TXN_20260610_048036,UTR20260610908469,2026-06-10,04:39:57,2026-06-10 04:39:57,726.68,Debit,UPI,UPI,HDFC Bank,7b519011a7e90504,28b897e33b61daa9,NONE,Faridabad,Faridabad,Haryana,28.41428,77.332394,0,,0,DEV_2381,103.103.136.89,1,28.7,17672.59,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,655,883,883,655,883,883,27288538.74,36474899.72,36474899.72,41307.93,1033,1340,12244500.0,883,883,0.6585,12,9137.69,0,0,6,0,0,0.0
TXN_20260610_057107,UTR20260610292948,2026-06-10,04:47:14,2026-06-10 04:47:14,11322.54,Transfer,UPI,UPI,ICICI Bank,0b18409536c831ae,c222e407f8f5f55c,NONE,Alwar,Alwar,Rajasthan,27.560961,76.618171,1,UPI Phishing & Impersonation,2,DEV_MULE_115,182.138.199.120,2,18.3,7921.62,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,655,883,883,655,883,883,27288538.74,36474899.72,36474899.72,41307.93,1033,1340,12244500.0,883,883,0.6585,12,9137.69,2,13,62,0,0,0.0
TXN_20260610_033864,UTR20260610806597,2026-06-10,04:53:24,2026-06-10 04:53:24,10624.34,Credit,Online,Online,HDFC Bank,46479bd0d2012012,5c6bb483971390f6,NONE,Jaipur,Jaipur,Rajasthan,26.914553,75.80909,0,,0,DEV_9104,103.10.80.38,1,46.9,14837.81,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,656,884,884,656,884,884,27299861.28,36486222.26,36486222.26,41274.01,1033,1340,12244500.0,884,884,0.6592,12,9137.69,0,1,15,0,0,0.0
TXN_20260610_047276,UTR20260610261949,2026-06-10,04:55:06,2026-06-10 04:55:06,4799.42,Transfer,Online,Online,Bank of Baroda,a75055e417483640,2a6d5b78c8cb4da3,NONE,Bharatpur,Bharatpur,Rajasthan,27.227028,77.504,0,,0,DEV_4298,103.50.138.37,1,24.3,19043.14,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,656,884,884,656,884,884,27299861.28,36486222.26,36486222.26,41274.01,1033,1340,12244500.0,884,884,0.6592,12,9137.69,0,3,25,0,0,0.0
TXN_20260610_028748,UTR20260610716249,2026-06-10,05:08:23,2026-06-10 05:08:23,8000.0,Debit,ATM,ATM,ICICI Bank,cc306d31cf9d221c,f79365d5bf908fd1,ATM_KOL_0144,Kolkata,Kolkata,West Bengal,22.619185,88.31667,0,,0,DEV_2158,103.44.150.117,1,17.6,15491.91,Bank-Owned,Onsite,Indoor,Active,True,True,True,Commercial_Area,Urban,656,884,884,656,884,884,27299861.28,36486222.26,36486222.26,41274.01,1032,1340,12244500.0,884,884,0.6592,12,9137.69,0,0,1,1,0,0.0
TXN_20260610_057108,UTR20260610134812,2026-06-10,05:10:14,2026-06-10 05:10:14,25000.0,Debit,ATM,ATM,ICICI Bank,c222e407f8f5f55c,f145ec6cb0917c0d,ATM_ALW_0008,Alwar,Alwar,Rajasthan,27.518698,76.617946,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0008,10.24.80.122,2,123.5,1492.57,Bank-Owned,Offsite,Outdoor,Active,True,False,True,Commercial_Area,Urban,656,884,884,656,884,884,27299861.28,36486222.26,36486222.26,41274.01,1033,1341,12252500.0,884,884,0.6587,12,9136.84,0,0,0,0,0,0.0
TXN_20260610_035335,UTR20260610634945,2026-06-10,05:12:51,2026-06-10 05:12:51,146.37,Transfer,UPI,UPI,HDFC Bank,693914aca20ac0ae,af31d309a6786123,NONE,Mathura,Mathura,Uttar Pradesh,27.493616,77.662898,0,,0,DEV_1467,103.240.239.55,1,87.4,5029.78,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,657,885,885,657,885,885,27324861.28,36511222.26,36511222.26,41255.62,1034,1342,12277500.0,885,885,0.659,12,9148.66,0,2,18,0,0,0.0
TXN_20260610_051454,UTR20260610106874,2026-06-10,05:16:16,2026-06-10 05:16:16,95000.0,Transfer,UPI,UPI,State Bank of India,9313e04a14656533,dfacffe7f4e06ca9,NONE,Punahana,Nuh,Haryana,27.864994,77.185492,1,Card Cloning,1,DEV_MULE_854,182.59.58.80,3,12.3,2637.63,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,657,885,885,657,885,885,27324861.28,36511222.26,36511222.26,41255.62,1034,1342,12277500.0,885,885,0.659,12,9148.66,0,2,14,0,0,0.0
TXN_20260610_038363,UTR20260610668665,2026-06-10,05:25:15,2026-06-10 05:25:15,1834.78,Debit,Online,Online,HDFC Bank,e4b6c43a27aa1f95,7cc04225b7c4e1b9,NONE,Dhanbad,Dhanbad,Jharkhand,23.781899,86.420296,0,,0,DEV_9941,103.223.216.196,1,10.7,7932.94,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,658,886,886,658,886,886,27419861.28,36606222.26,36606222.26,41316.28,1034,1342,12277500.0,886,886,0.6597,12,9148.66,0,3,24,0,0,0.0
TXN_20260610_054670,UTR20260610625320,2026-06-10,05:26:26,2026-06-10 05:26:26,49000.0,Transfer,UPI,UPI,State Bank of India,f80b9096aa50d23a,d220998d36244773,NONE,Kolkata,Kolkata,West Bengal,22.567632,88.359151,1,Unauthorized ATM Cash-Out,1,DEV_MULE_442,182.218.186.211,3,11.1,2763.62,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,658,886,886,658,886,886,27419861.28,36606222.26,36606222.26,41316.28,1034,1342,12277500.0,886,886,0.6597,12,9148.66,0,4,44,0,0,0.0
TXN_20260610_047419,UTR20260610838449,2026-06-10,05:32:38,2026-06-10 05:32:38,10000.0,Debit,ATM,ATM,ICICI Bank,5a3e0a56a16b6e88,ef9d2f7e45a1e6c4,ATM_PAT_0152,Patna,Patna,Bihar,25.636259,85.17691,0,,0,DEV_1162,103.77.32.178,1,27.9,9248.09,Bank-Owned,Onsite,Indoor,Active,True,False,True,Market,Semi-Urban,659,887,887,659,887,887,27468861.28,36655222.26,36655222.26,41324.94,1034,1342,12277500.0,887,887,0.6605,12,9148.66,0,0,0,0,0,0.0
TXN_20260610_006986,UTR20260610602565,2026-06-10,05:33:17,2026-06-10 05:33:17,2000.0,Debit,ATM,ATM,ICICI Bank,1fca889c40d0427b,be0e146968f513be,ATM_PUN_0502,Punahana,Nuh,Haryana,27.858556,77.190516,0,,0,DEV_6592,103.168.77.128,1,38.5,12634.6,Bank-Owned,Offsite,Indoor,Degraded,False,True,True,Shopping_Mall,Urban,659,887,887,659,887,887,27468861.28,36655222.26,36655222.26,41324.94,1035,1343,12287500.0,887,887,0.66,12,9149.29,0,0,0,0,0,0.0
TXN_20260610_051455,UTR20260610234510,2026-06-10,05:35:16,2026-06-10 05:35:16,75275.28,Transfer,UPI,UPI,State Bank of India,dfacffe7f4e06ca9,90a88995b72903ff,NONE,Punahana,Nuh,Haryana,27.881549,77.212838,1,Card Cloning,2,DEV_MULE_456,182.115.136.215,2,6.9,7108.47,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,659,887,887,659,887,887,27468861.28,36655222.26,36655222.26,41324.94,1036,1344,12289500.0,887,887,0.6595,12,9143.97,1,2,15,0,0,0.0
TXN_20260610_054671,UTR20260610266728,2026-06-10,05:35:26,2026-06-10 05:35:26,42764.67,Transfer,UPI,UPI,State Bank of India,d220998d36244773,e9a70f8bd799b784,NONE,Kolkata,Kolkata,West Bengal,22.575487,88.356031,1,Unauthorized ATM Cash-Out,2,DEV_MULE_353,182.224.210.47,2,34.0,1052.67,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,660,888,888,660,888,888,27544136.56,36730497.54,36730497.54,41363.17,1036,1344,12289500.0,888,888,0.6602,12,9143.97,1,5,45,0,0,0.0
TXN_20260610_046919,UTR20260610619689,2026-06-10,05:36:24,2026-06-10 05:36:24,3981.15,Transfer,Online,Online,State Bank of India,f663cc6193c0ccc4,9ae1bd7d48a7c547,NONE,Bharatpur,Bharatpur,Rajasthan,27.200556,77.431382,0,,0,DEV_1669,103.197.215.219,1,21.8,3124.86,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,661,889,889,661,889,889,27586901.23,36773262.21,36773262.21,41364.75,1036,1344,12289500.0,889,889,0.661,12,9143.97,1,4,26,0,0,0.0
TXN_20260610_045944,UTR20260610379010,2026-06-10,05:36:38,2026-06-10 05:36:38,69249.42,Credit,Branch,Branch,HDFC Bank,0ef09362bf427b02,e30659a28e20288c,NONE,Nalanda,Nalanda,Bihar,25.171515,85.427816,0,,0,DEV_8848,103.220.176.9,1,15.7,3552.17,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,661,889,889,661,889,889,27586901.23,36773262.21,36773262.21,41364.75,1036,1344,12289500.0,889,889,0.661,12,9143.97,0,3,15,0,0,0.0
TXN_20260610_019519,UTR20260610728837,2026-06-10,05:45:38,2026-06-10 05:45:38,4000.0,Debit,ATM,ATM,State Bank of India,2912749165d0357d,6a16969d8309de98,ATM_BHA_0084,Bharatpur,Bharatpur,Rajasthan,27.263669,77.525198,0,,0,DEV_4855,103.114.15.174,1,27.1,6991.18,White-Label,Offsite,Indoor,Degraded,False,False,True,Railway_Station,Semi-Urban,659,889,889,659,889,889,27408283.02,36773262.21,36773262.21,41364.75,1036,1344,12289500.0,889,889,0.661,12,9143.97,0,0,0,0,0,0.0
TXN_20260610_054514,UTR20260610397851,2026-06-10,05:46:42,2026-06-10 05:46:42,49000.0,Transfer,UPI,UPI,HDFC Bank,e022ea63609dc850,e0488b945f4c0cc3,NONE,Delhi,Central Delhi,Delhi,28.618785,77.215032,1,Unauthorized ATM Cash-Out,1,DEV_MULE_602,182.21.103.192,3,12.0,1103.74,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,659,889,889,659,889,889,27408283.02,36773262.21,36773262.21,41364.75,1037,1345,12293500.0,889,889,0.6605,12,9140.15,0,5,56,0,0,0.0
TXN_20260610_004483,UTR20260610367502,2026-06-10,05:47:05,2026-06-10 05:47:05,6193.31,Debit,POS/Card,POS/Card,State Bank of India,7084d0c8bb770bc7,e9394522ad7d663c,NONE,Dhanbad,Dhanbad,Jharkhand,23.823834,86.429649,0,,0,DEV_7535,103.11.102.24,2,31.7,11463.06,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,660,890,890,660,890,890,27457283.02,36822262.21,36822262.21,41373.33,1037,1345,12293500.0,890,890,0.6612,12,9140.15,1,4,25,0,0,0.0
TXN_20260610_051456,UTR20260610997563,2026-06-10,05:48:16,2026-06-10 05:48:16,45000.0,Debit,ATM,ATM,State Bank of India,90a88995b72903ff,f145ec6cb0917c0d,ATM_PUN_0339,Punahana,Nuh,Haryana,27.844756,77.166293,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0339,10.24.108.202,2,45.6,336.02,Bank-Owned,Offsite,Indoor,Active,True,True,True,Highway,Semi-Urban,660,890,890,660,890,890,27457283.02,36822262.21,36822262.21,41373.33,1037,1345,12293500.0,890,890,0.6612,12,9140.15,0,0,1,1,0,0.0
TXN_20260610_054672,UTR20260610900325,2026-06-10,05:50:26,2026-06-10 05:50:26,35000.0,Debit,ATM,ATM,State Bank of India,e9a70f8bd799b784,f145ec6cb0917c0d,ATM_KOL_0055,Kolkata,Kolkata,West Bengal,22.581172,88.408216,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0055,10.24.21.249,2,22.7,700.3,Bank-Owned,Onsite,Indoor,Active,True,False,True,Railway_Station,Semi-Urban,661,891,891,661,891,891,27502283.02,36867262.21,36867262.21,41377.4,1038,1346,12338500.0,891,891,0.6615,12,9166.79,0,0,1,1,0,5000.0
TXN_20260610_054515,UTR20260610199035,2026-06-10,05:53:42,2026-06-10 05:53:42,45522.82,Transfer,UPI,UPI,HDFC Bank,e0488b945f4c0cc3,1c2d04fba8ba2121,NONE,Delhi,Central Delhi,Delhi,28.607894,77.199255,1,Unauthorized ATM Cash-Out,2,DEV_MULE_521,182.209.165.86,2,32.0,2356.8,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,661,892,892,661,892,892,27527283.02,36902262.21,36902262.21,41370.25,1038,1347,12373500.0,892,892,0.6617,12,9185.97,1,6,57,0,0,0.0
TXN_20260610_009184,UTR20260610438441,2026-06-10,05:56:59,2026-06-10 05:56:59,2000.0,Debit,ATM,ATM,Canara Bank,c34604a5fdf49b86,3f49fca060be1f00,ATM_PAT_0295,Patna,Patna,Bihar,25.585894,85.118023,0,,0,DEV_9209,103.211.190.213,1,48.7,9091.73,Bank-Owned,Offsite,Indoor,Active,True,True,True,Market,Semi-Urban,662,893,893,662,893,893,27572805.84,36947785.03,36947785.03,41374.9,1038,1347,12373500.0,893,893,0.6625,12,9185.97,0,0,1,1,0,0.0
TXN_20260610_028324,UTR20260610401863,2026-06-10,05:57:05,2026-06-10 05:57:05,892.78,Debit,UPI,UPI,Axis Bank,7a642c69d83c2700,738ce144f136c7df,NONE,Bharatpur,Bharatpur,Rajasthan,27.179698,77.504119,0,,0,DEV_4600,103.106.246.72,1,19.5,1296.29,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,662,893,893,662,893,893,27572805.84,36947785.03,36947785.03,41374.9,1039,1348,12375500.0,893,893,0.662,12,9180.64,1,5,27,0,0,0.0
TXN_20260610_019318,UTR20260610721958,2026-06-10,05:59:35,2026-06-10 05:59:35,620.48,Transfer,UPI,UPI,Bank of Baroda,61eae487c2ab3b08,caa52792f3cd264e,NONE,Nalanda,Nalanda,Bihar,25.151355,85.479483,0,,0,DEV_4743,103.172.80.206,1,34.9,19738.09,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,662,893,893,662,893,893,27572805.84,36947785.03,36947785.03,41374.9,1039,1348,12375500.0,893,893,0.662,12,9180.64,1,4,15,0,0,0.0
TXN_20260610_026005,UTR20260610437254,2026-06-10,06:00:41,2026-06-10 06:00:41,9650.9,Transfer,Online,Online,State Bank of India,dfc30944f1794d9d,804467e47ebde8ca,NONE,Jaipur,Jaipur,Rajasthan,26.934399,75.81225,0,,0,DEV_8587,103.50.145.170,1,10.3,6906.75,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,662,893,893,662,893,893,27572805.84,36947785.03,36947785.03,41374.9,1039,1348,12375500.0,893,893,0.662,12,9180.64,0,2,16,0,0,0.0
TXN_20260610_054516,UTR20260610923084,2026-06-10,06:03:42,2026-06-10 06:03:42,35000.0,Debit,ATM,ATM,HDFC Bank,1c2d04fba8ba2121,f145ec6cb0917c0d,ATM_DEL_0294,Delhi,Central Delhi,Delhi,28.680484,77.210808,1,Unauthorized ATM Cash-Out,3,DEV_ATM_0294,10.24.30.92,2,99.3,1434.48,Bank-Owned,Offsite,Indoor,Active,True,True,False,Shopping_Mall,Urban,662,893,893,662,893,893,27572805.84,36947785.03,36947785.03,41374.9,1038,1348,12375500.0,893,893,0.662,12,9180.64,0,0,1,1,0,1000.0
TXN_20260610_015870,UTR20260610448559,2026-06-10,06:04:24,2026-06-10 06:04:24,113.88,Transfer,UPI,UPI,IndusInd Bank,d8e410210f561f56,08ee13311c35fa7b,NONE,Delhi,Central Delhi,Delhi,28.656997,77.232395,0,,0,DEV_9085,103.71.182.146,1,37.0,19967.73,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1039,1349,12410500.0,894,894,0.6622,12,9199.78,2,7,57,0,0,0.0
TXN_20260610_011158,UTR20260610994745,2026-06-10,06:13:15,2026-06-10 06:13:15,2000.0,Debit,ATM,ATM,State Bank of India,bb54209fa758efbc,5a39e31341b18cd4,ATM_BHA_0240,Bharatpur,Bharatpur,Rajasthan,27.205779,77.480172,0,,0,DEV_4548,103.32.21.175,1,15.3,6619.65,White-Label,Offsite,Indoor,Active,True,True,True,Market,Semi-Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1039,1349,12410500.0,894,894,0.6622,12,9199.78,0,0,0,0,0,0.0
TXN_20260610_045261,UTR20260610339713,2026-06-10,06:24:18,2026-06-10 06:24:18,5368.41,Transfer,Online,Online,Union Bank of India,19c0344dfae7be91,6d9c2081a1ddb206,NONE,Patna,Patna,Bihar,25.588496,85.11789,0,,0,DEV_8687,103.108.78.130,1,29.7,12006.15,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1040,1350,12412500.0,894,894,0.6617,12,9194.44,0,1,37,0,0,0.0
TXN_20260610_032070,UTR20260610603847,2026-06-10,06:26:16,2026-06-10 06:26:16,1000.0,Debit,ATM,ATM,Axis Bank,3287bc521382f96f,e6b8fdce33c1236d,ATM_BAR_0579,Bardhaman,Purba Bardhaman,West Bengal,23.255385,87.885826,0,,0,DEV_3925,103.242.167.217,1,54.9,19761.39,Brown-Label,Offsite,Indoor,Active,True,True,True,Market,Semi-Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1040,1350,12412500.0,894,894,0.6617,12,9194.44,0,0,1,1,0,0.0
TXN_20260610_004233,UTR20260610683811,2026-06-10,06:28:58,2026-06-10 06:28:58,758.97,Transfer,UPI,UPI,State Bank of India,599d09fb3212744c,13526dcde957bf45,NONE,Mathura,Mathura,Uttar Pradesh,27.500476,77.666647,0,,0,DEV_9297,103.181.227.110,1,14.6,18813.63,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1040,1351,12413500.0,894,894,0.6612,12,9188.38,0,2,19,0,0,0.0
TXN_20260610_000085,UTR20260610162767,2026-06-10,06:29:55,2026-06-10 06:29:55,8728.1,Transfer,Online,Online,ICICI Bank,02b4958aef12d174,1d99a5db01739e5c,NONE,Delhi,Central Delhi,Delhi,28.597576,77.205099,0,,0,DEV_7632,103.242.101.155,1,13.1,4374.2,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1040,1351,12413500.0,894,894,0.6612,12,9188.38,3,7,58,0,0,0.0
TXN_20260610_009069,UTR20260610236385,2026-06-10,06:30:37,2026-06-10 06:30:37,1000.0,Debit,ATM,ATM,ICICI Bank,46baa59412119ea2,ef62222681ae5dca,ATM_DEL_0454,Delhi,Central Delhi,Delhi,28.617194,77.19275,0,,0,DEV_8449,103.64.118.149,1,12.6,5312.98,Bank-Owned,Onsite,Indoor,Active,True,True,False,Railway_Station,Semi-Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1040,1351,12413500.0,894,894,0.6612,12,9188.38,0,0,1,1,0,0.0
TXN_20260610_044058,UTR20260610904322,2026-06-10,06:33:02,2026-06-10 06:33:02,2000.0,Debit,ATM,ATM,ICICI Bank,47aa06d4c63780e2,a928acbfa04c3fa3,ATM_KAM_0490,Kaman,Bharatpur,Rajasthan,27.635027,77.269401,0,,0,DEV_6446,103.56.51.71,1,41.9,7805.01,Bank-Owned,Onsite,Outdoor,Active,True,False,False,Residential,Semi-Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1041,1352,12414500.0,894,894,0.6608,12,9182.32,0,0,0,0,0,8000.0
TXN_20260610_030047,UTR20260610497977,2026-06-10,06:37:28,2026-06-10 06:37:28,1365.5,Transfer,UPI,UPI,Punjab National Bank,749eedd540ac47e1,b045b82d9268babc,NONE,Delhi,Central Delhi,Delhi,28.553398,77.225945,0,,0,DEV_1502,103.69.59.65,2,26.3,4710.04,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1042,1353,12416500.0,894,894,0.6603,12,9177.01,4,8,58,0,0,0.0
TXN_20260610_043523,UTR20260610175147,2026-06-10,06:38:27,2026-06-10 06:38:27,490.79,Credit,UPI,UPI,State Bank of India,473ae33adbff1b6b,4d759b701fe981c1,NONE,Dumka,Dumka,Jharkhand,24.240339,87.267622,0,,0,DEV_6091,103.61.189.180,1,63.0,161511.81,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1042,1353,12416500.0,894,894,0.6603,12,9177.01,0,0,10,0,0,0.0
TXN_20260610_010767,UTR20260610471905,2026-06-10,06:52:48,2026-06-10 06:52:48,2000.0,Debit,ATM,ATM,HDFC Bank,ee251a6624371c95,5620e97530151969,ATM_ALW_0359,Alwar,Alwar,Rajasthan,27.507803,76.579419,0,,0,DEV_9647,103.144.104.69,1,17.3,2179.56,White-Label,Offsite,Indoor,Active,True,True,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1042,1353,12416500.0,894,894,0.6603,12,9177.01,0,0,0,0,0,0.0
TXN_20260610_002405,UTR20260610890335,2026-06-10,07:04:12,2026-06-10 07:04:12,32943.57,Transfer,Branch,Branch,State Bank of India,adb4b2d4f3578c48,5796283ca01c6416,NONE,Kolkata,Kolkata,West Bengal,22.527632,88.351128,0,,0,DEV_4097,103.184.30.14,1,50.1,17052.89,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1043,1354,12418500.0,894,894,0.6598,12,9171.71,0,6,45,0,0,0.0
TXN_20260610_007869,UTR20260610986173,2026-06-10,07:04:24,2026-06-10 07:04:24,2000.0,Debit,ATM,ATM,Kotak Mahindra Bank,f5e5aef3e98d9050,b8a3a4193e40d612,ATM_DHA_0319,Dhanbad,Dhanbad,Jharkhand,23.809984,86.392857,0,,0,DEV_7674,103.210.236.128,1,17.0,9925.63,Bank-Owned,Offsite,Indoor,Active,True,True,True,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1043,1354,12418500.0,894,894,0.6598,12,9171.71,0,0,0,0,0,0.0
TXN_20260610_037145,UTR20260610270861,2026-06-10,07:07:19,2026-06-10 07:07:19,1251.58,Credit,UPI,UPI,State Bank of India,30e430ebc101f0e0,22f736a1979da711,NONE,Kolkata,Kolkata,West Bengal,22.548648,88.327367,0,,0,DEV_6875,103.241.240.200,1,13.9,6027.51,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1044,1355,12420500.0,894,894,0.6593,12,9166.42,1,7,46,0,0,0.0
TXN_20260610_000761,UTR20260610803485,2026-06-10,07:15:21,2026-06-10 07:15:21,500.0,Debit,ATM,ATM,State Bank of India,4ea4c58c7673bbb6,bbc34a28b93aac5b,ATM_AGR_0164,Agra,Agra,Uttar Pradesh,27.224267,78.004221,0,,0,DEV_8852,103.178.32.39,1,17.6,22217.86,Bank-Owned,Onsite,Outdoor,Active,False,False,True,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1044,1355,12420500.0,894,894,0.6593,12,9166.42,0,0,0,0,0,0.0
TXN_20260610_042376,UTR20260610610721,2026-06-10,07:17:47,2026-06-10 07:17:47,720.33,Debit,UPI,UPI,Canara Bank,275c90ffd2dea73d,4878c14638543623,NONE,Deoghar,Deoghar,Jharkhand,24.510052,86.720786,0,,0,DEV_6418,103.31.167.53,1,16.9,7717.52,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1045,1356,12421000.0,894,894,0.6588,12,9160.03,0,3,18,0,0,0.0
TXN_20260610_016074,UTR20260610725073,2026-06-10,07:18:11,2026-06-10 07:18:11,4471.09,Transfer,Online,Online,Punjab National Bank,2c06c0b58e225435,80df301bd472ef80,NONE,Dumka,Dumka,Jharkhand,24.266827,87.272112,0,,0,DEV_4591,103.129.143.230,1,41.7,886.57,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1045,1356,12421000.0,894,894,0.6588,12,9160.03,1,1,11,0,0,0.0
TXN_20260610_048904,UTR20260610899080,2026-06-10,07:18:22,2026-06-10 07:18:22,15000.0,Debit,ATM,ATM,HDFC Bank,fae7827ba25f225a,696f9469b898ca09,ATM_JAI_0046,Jaipur,Jaipur,Rajasthan,26.931456,75.759027,0,,0,DEV_6237,103.54.154.117,1,32.0,24645.01,Bank-Owned,Offsite,Outdoor,Active,True,True,False,Bus_Stand,Semi-Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1045,1356,12421000.0,894,894,0.6588,12,9160.03,0,0,0,0,0,0.0
TXN_20260610_042438,UTR20260610379090,2026-06-10,07:18:39,2026-06-10 07:18:39,979.07,Transfer,UPI,UPI,IndusInd Bank,f1fbf1eac7d2d04a,05c334a98ae66a83,NONE,Punahana,Nuh,Haryana,27.858471,77.208505,0,,0,DEV_2303,103.196.179.248,1,14.3,10195.04,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1046,1357,12436000.0,894,894,0.6583,12,9164.33,0,3,16,0,0,0.0
TXN_20260610_027094,UTR20260610923755,2026-06-10,07:21:49,2026-06-10 07:21:49,1656.69,Transfer,UPI,UPI,IndusInd Bank,d206667a363a9238,95527d6cec8440e9,NONE,Dumka,Dumka,Jharkhand,24.294567,87.199506,0,,0,DEV_9847,103.130.209.51,1,24.9,32946.1,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1046,1357,12436000.0,894,894,0.6583,12,9164.33,2,2,12,0,0,0.0
TXN_20260610_024698,UTR20260610318826,2026-06-10,07:22:38,2026-06-10 07:22:38,831.1,Debit,Online,Online,State Bank of India,8d29070982035907,9fa198481329fab0,NONE,Delhi,Central Delhi,Delhi,28.593817,77.225553,0,,0,DEV_1926,103.84.194.126,1,56.8,2913.25,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1046,1357,12436000.0,894,894,0.6583,12,9164.33,2,9,58,0,0,0.0
TXN_20260610_031176,UTR20260610350784,2026-06-10,07:24:22,2026-06-10 07:24:22,1909.52,Debit,UPI,UPI,ICICI Bank,1fe59e8221ce6822,89e8a4309f43bcc8,NONE,Patna,Patna,Bihar,25.571785,85.188559,0,,0,DEV_5620,103.164.82.116,1,15.1,14918.19,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,663,894,894,663,894,894,27607805.84,36982785.03,36982785.03,41367.77,1046,1357,12436000.0,894,894,0.6583,12,9164.33,0,1,36,0,0,0.0
